164, 20, 98, 39, 66, 24, 33, 17, 16, 12, 11, 6, 19, 8, 13, 6, 6, 4, 6, 3, 0, 7, 4, 18
21, 170, 57, 104, 40, 52, 21, 17, 11, 9, 5, 9, 9, 18, 6, 7, 4, 2, 3, 1, 2, 6, 5, 21
240, 84, 149, 63, 61, 29, 24, 16, 9, 14, 26, 12, 28, 10, 16, 12, 21, 22, 18, 21, 42, 46, 120, 57
12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13
12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13
12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13
Choice - Signal signaler,Choice - Signal receiver,Acceleration
